,review_month,dominant_topic,sentiment_pred,count,share
516,2012-12-01,8,neutral,2,0.08333333333333333
517,2012-12-01,8,positive,21,0.875
518,2013-01-01,0,negative,7,0.15555555555555556
519,2013-01-01,0,neutral,10,0.2222222222222222
520,2013-01-01,0,positive,28,0.6222222222222222
521,2013-01-01,2,negative,5,0.2631578947368421
522,2013-01-01,2,neutral,2,0.10526315789473684
523,2013-01-01,2,positive,12,0.631578947368421
524,2013-01-01,4,negative,1,0.0625
525,2013-01-01,4,positive,15,0.9375
526,2013-01-01,6,negative,2,0.08695652173913043
527,2013-01-01,6,neutral,3,0.13043478260869565
528,2013-01-01,6,positive,18,0.782608695652174
529,2013-01-01,8,negative,1,0.043478260869565216
530,2013-01-01,8,neutral,1,0.043478260869565216
531,2013-01-01,8,positive,21,0.9130434782608695
532,2013-02-01,0,negative,6,0.21428571428571427
533,2013-02-01,0,neutral,4,0.14285714285714285
534,2013-02-01,0,positive,18,0.6428571428571429
535,2013-02-01,2,negative,5,0.35714285714285715
536,2013-02-01,2,neutral,1,0.07142857142857142
537,2013-02-01,2,positive,8,0.5714285714285714
538,2013-02-01,4,neutral,6,0.4
539,2013-02-01,4,positive,9,0.6
540,2013-02-01,6,neutral,4,0.19047619047619047
541,2013-02-01,6,positive,17,0.8095238095238095
542,2013-02-01,8,negative,2,0.08
543,2013-02-01,8,neutral,2,0.08
544,2013-02-01,8,positive,21,0.84
545,2013-03-01,0,negative,8,0.2857142857142857
546,2013-03-01,0,neutral,7,0.25
547,2013-03-01,0,positive,13,0.4642857142857143
548,2013-03-01,2,negative,3,0.17647058823529413
549,2013-03-01,2,neutral,1,0.058823529411764705
550,2013-03-01,2,positive,13,0.7647058823529411
551,2013-03-01,4,negative,3,0.15789473684210525
552,2013-03-01,4,neutral,2,0.10526315789473684
553,2013-03-01,4,positive,14,0.7368421052631579
554,2013-03-01,6,negative,1,0.05555555555555555
555,2013-03-01,6,neutral,2,0.1111111111111111
556,2013-03-01,6,positive,15,0.8333333333333334
557,2013-03-01,8,neutral,1,0.05555555555555555
558,2013-03-01,8,positive,17,0.9444444444444444
559,2013-04-01,0,negative,3,0.1
560,2013-04-01,0,neutral,4,0.13333333333333333
561,2013-04-01,0,positive,23,0.7666666666666667
562,2013-04-01,2,negative,3,0.25
563,2013-04-01,2,neutral,1,0.08333333333333333
564,2013-04-01,2,positive,8,0.6666666666666666
565,2013-04-01,4,negative,2,0.18181818181818182
566,2013-04-01,4,positive,9,0.8181818181818182
567,2013-04-01,6,negative,3,0.125
568,2013-04-01,6,neutral,5,0.20833333333333334
569,2013-04-01,6,positive,16,0.6666666666666666
570,2013-04-01,8,positive,10,1.0
571,2013-05-01,0,negative,3,0.10714285714285714
572,2013-05-01,0,neutral,9,0.32142857142857145
573,2013-05-01,0,positive,16,0.5714285714285714
574,2013-05-01,2,negative,1,0.1
575,2013-05-01,2,neutral,3,0.3
576,2013-05-01,2,positive,6,0.6
577,2013-05-01,4,negative,1,0.05263157894736842
578,2013-05-01,4,neutral,2,0.10526315789473684
579,2013-05-01,4,positive,16,0.8421052631578947
580,2013-05-01,6,negative,6,0.3157894736842105
581,2013-05-01,6,neutral,3,0.15789473684210525
582,2013-05-01,6,positive,10,0.5263157894736842
583,2013-05-01,8,positive,6,1.0
584,2013-06-01,0,negative,4,0.15384615384615385
585,2013-06-01,0,neutral,4,0.15384615384615385
586,2013-06-01,0,positive,18,0.6923076923076923
587,2013-06-01,2,negative,2,0.18181818181818182
588,2013-06-01,2,neutral,5,0.45454545454545453
589,2013-06-01,2,positive,4,0.36363636363636365
590,2013-06-01,4,negative,1,0.05555555555555555
591,2013-06-01,4,neutral,2,0.1111111111111111
592,2013-06-01,4,positive,15,0.8333333333333334
593,2013-06-01,6,neutral,2,0.18181818181818182
594,2013-06-01,6,positive,9,0.8181818181818182
595,2013-06-01,8,positive,14,1.0
596,2013-07-01,0,negative,8,0.3333333333333333
597,2013-07-01,0,neutral,2,0.08333333333333333
598,2013-07-01,0,positive,14,0.5833333333333334
599,2013-07-01,2,negative,3,0.17647058823529413
600,2013-07-01,2,neutral,1,0.058823529411764705
601,2013-07-01,2,positive,13,0.7647058823529411
602,2013-07-01,4,negative,1,0.05263157894736842
603,2013-07-01,4,neutral,3,0.15789473684210525
604,2013-07-01,4,positive,15,0.7894736842105263
605,2013-07-01,6,negative,1,0.09090909090909091
606,2013-07-01,6,neutral,2,0.18181818181818182
607,2013-07-01,6,positive,8,0.7272727272727273
608,2013-07-01,8,negative,1,0.1
609,2013-07-01,8,positive,9,0.9
610,2013-08-01,0,negative,4,0.13333333333333333
611,2013-08-01,0,neutral,6,0.2
612,2013-08-01,0,positive,20,0.6666666666666666
613,2013-08-01,2,neutral,4,0.3333333333333333
614,2013-08-01,2,positive,8,0.6666666666666666
615,2013-08-01,4,negative,1,0.07692307692307693
616,2013-08-01,4,neutral,3,0.23076923076923078
617,2013-08-01,4,positive,9,0.6923076923076923
618,2013-08-01,6,neutral,2,0.14285714285714285
619,2013-08-01,6,positive,12,0.8571428571428571
620,2013-08-01,8,neutral,1,0.058823529411764705
621,2013-08-01,8,positive,16,0.9411764705882353
622,2013-09-01,0,negative,9,0.2571428571428571
623,2013-09-01,0,neutral,7,0.2
624,2013-09-01,0,positive,19,0.5428571428571428
625,2013-09-01,2,negative,2,0.18181818181818182
626,2013-09-01,2,neutral,1,0.09090909090909091
627,2013-09-01,2,positive,8,0.7272727272727273
628,2013-09-01,4,negative,1,0.1111111111111111
629,2013-09-01,4,neutral,1,0.1111111111111111
630,2013-09-01,4,positive,7,0.7777777777777778
631,2013-09-01,6,neutral,3,0.15789473684210525
632,2013-09-01,6,positive,16,0.8421052631578947
633,2013-09-01,8,positive,5,1.0
634,2013-10-01,0,negative,5,0.22727272727272727
635,2013-10-01,0,neutral,2,0.09090909090909091
636,2013-10-01,0,positive,15,0.6818181818181818
637,2013-10-01,2,negative,2,0.13333333333333333
638,2013-10-01,2,neutral,2,0.13333333333333333
639,2013-10-01,2,positive,11,0.7333333333333333
640,2013-10-01,4,neutral,1,0.06666666666666667
641,2013-10-01,4,positive,14,0.9333333333333333
642,2013-10-01,6,negative,1,0.047619047619047616
643,2013-10-01,6,neutral,1,0.047619047619047616
644,2013-10-01,6,positive,19,0.9047619047619048
645,2013-10-01,8,neutral,1,0.0625
646,2013-10-01,8,positive,15,0.9375
647,2013-11-01,0,negative,8,0.26666666666666666
648,2013-11-01,0,neutral,3,0.1
649,2013-11-01,0,positive,19,0.6333333333333333
650,2013-11-01,2,negative,2,0.16666666666666666
651,2013-11-01,2,positive,10,0.8333333333333334
652,2013-11-01,4,negative,1,0.05555555555555555
653,2013-11-01,4,neutral,1,0.05555555555555555
654,2013-11-01,4,positive,16,0.8888888888888888
655,2013-11-01,6,negative,4,0.3076923076923077
656,2013-11-01,6,positive,9,0.6923076923076923
657,2013-11-01,8,negative,1,0.07692307692307693
658,2013-11-01,8,positive,12,0.9230769230769231
659,2013-12-01,0,negative,15,0.3
660,2013-12-01,0,neutral,4,0.08
661,2013-12-01,0,positive,31,0.62
662,2013-12-01,2,negative,5,0.3125
663,2013-12-01,2,neutral,2,0.125
664,2013-12-01,2,positive,9,0.5625
665,2013-12-01,4,negative,5,0.2631578947368421
666,2013-12-01,4,neutral,2,0.10526315789473684
667,2013-12-01,4,positive,12,0.631578947368421
668,2013-12-01,6,negative,2,0.07407407407407407
669,2013-12-01,6,neutral,3,0.1111111111111111
670,2013-12-01,6,positive,22,0.8148148148148148
671,2013-12-01,8,negative,1,0.038461538461538464
672,2013-12-01,8,neutral,1,0.038461538461538464
673,2013-12-01,8,positive,24,0.9230769230769231
674,2014-01-01,0,negative,12,0.25
675,2014-01-01,0,neutral,9,0.1875
676,2014-01-01,0,positive,27,0.5625
677,2014-01-01,2,negative,2,0.08
678,2014-01-01,2,neutral,4,0.16
679,2014-01-01,2,positive,19,0.76
680,2014-01-01,4,negative,3,0.12
681,2014-01-01,4,neutral,2,0.08
682,2014-01-01,4,positive,20,0.8
683,2014-01-01,6,negative,3,0.10344827586206896
684,2014-01-01,6,neutral,4,0.13793103448275862
685,2014-01-01,6,positive,22,0.7586206896551724
686,2014-01-01,8,negative,2,0.06060606060606061
687,2014-01-01,8,neutral,1,0.030303030303030304
688,2014-01-01,8,positive,30,0.9090909090909091
689,2014-02-01,0,negative,9,0.2571428571428571
690,2014-02-01,0,neutral,4,0.11428571428571428
691,2014-02-01,0,positive,22,0.6285714285714286
692,2014-02-01,2,negative,3,0.2727272727272727
693,2014-02-01,2,neutral,1,0.09090909090909091
694,2014-02-01,2,positive,7,0.6363636363636364
695,2014-02-01,4,negative,2,0.1
696,2014-02-01,4,neutral,1,0.05
697,2014-02-01,4,positive,17,0.85
698,2014-02-01,6,negative,4,0.16
699,2014-02-01,6,neutral,4,0.16
700,2014-02-01,6,positive,17,0.68
701,2014-02-01,8,negative,1,0.043478260869565216
702,2014-02-01,8,positive,22,0.9565217391304348
703,2014-03-01,0,negative,11,0.2558139534883721
704,2014-03-01,0,neutral,7,0.16279069767441862
705,2014-03-01,0,positive,25,0.5813953488372093
706,2014-03-01,2,negative,4,0.23529411764705882
707,2014-03-01,2,neutral,3,0.17647058823529413
708,2014-03-01,2,positive,10,0.5882352941176471
709,2014-03-01,4,negative,3,0.14285714285714285
710,2014-03-01,4,positive,18,0.8571428571428571
711,2014-03-01,6,negative,3,0.09090909090909091
712,2014-03-01,6,neutral,4,0.12121212121212122
713,2014-03-01,6,positive,26,0.7878787878787878
714,2014-03-01,8,neutral,3,0.17647058823529413
715,2014-03-01,8,positive,14,0.8235294117647058
716,2014-04-01,0,negative,10,0.29411764705882354
717,2014-04-01,0,neutral,5,0.14705882352941177
718,2014-04-01,0,positive,19,0.5588235294117647
719,2014-04-01,2,negative,3,0.17647058823529413
720,2014-04-01,2,positive,14,0.8235294117647058
721,2014-04-01,4,negative,1,0.05
722,2014-04-01,4,neutral,2,0.1
723,2014-04-01,4,positive,17,0.85
724,2014-04-01,6,negative,2,0.08333333333333333
725,2014-04-01,6,neutral,1,0.041666666666666664
726,2014-04-01,6,positive,21,0.875
727,2014-04-01,8,negative,1,0.058823529411764705
728,2014-04-01,8,positive,16,0.9411764705882353
729,2014-05-01,0,negative,8,0.26666666666666666
730,2014-05-01,0,neutral,3,0.1
731,2014-05-01,0,positive,19,0.6333333333333333
732,2014-05-01,2,negative,2,0.16666666666666666
733,2014-05-01,2,neutral,2,0.16666666666666666
734,2014-05-01,2,positive,8,0.6666666666666666
735,2014-05-01,4,negative,3,0.21428571428571427
736,2014-05-01,4,neutral,1,0.07142857142857142
737,2014-05-01,4,positive,10,0.7142857142857143
738,2014-05-01,6,negative,1,0.07142857142857142
739,2014-05-01,6,neutral,2,0.14285714285714285
740,2014-05-01,6,positive,11,0.7857142857142857
741,2014-05-01,8,negative,1,0.06666666666666667
742,2014-05-01,8,positive,14,0.9333333333333333
743,2014-06-01,0,negative,10,0.30303030303030304
744,2014-06-01,0,neutral,4,0.12121212121212122
745,2014-06-01,0,positive,19,0.5757575757575758
746,2014-06-01,2,negative,2,0.16666666666666666
747,2014-06-01,2,neutral,2,0.16666666666666666
748,2014-06-01,2,positive,8,0.6666666666666666
749,2014-06-01,4,negative,1,0.06666666666666667
750,2014-06-01,4,positive,14,0.9333333333333333
751,2014-06-01,6,negative,1,0.047619047619047616
752,2014-06-01,6,neutral,3,0.14285714285714285
753,2014-06-01,6,positive,17,0.8095238095238095
754,2014-06-01,8,negative,1,0.06666666666666667
755,2014-06-01,8,neutral,1,0.06666666666666667
756,2014-06-01,8,positive,13,0.8666666666666667
757,2014-07-01,0,negative,9,0.20930232558139536
758,2014-07-01,0,neutral,9,0.20930232558139536
759,2014-07-01,0,positive,25,0.5813953488372093
760,2014-07-01,2,negative,4,0.2
761,2014-07-01,2,neutral,4,0.2
762,2014-07-01,2,positive,12,0.6
763,2014-07-01,4,neutral,2,0.2
764,2014-07-01,4,positive,8,0.8
765,2014-07-01,6,negative,2,0.07407407407407407
766,2014-07-01,6,neutral,1,0.037037037037037035
767,2014-07-01,6,positive,24,0.8888888888888888
768,2014-07-01,8,negative,1,0.0625
769,2014-07-01,8,neutral,1,0.0625
770,2014-07-01,8,positive,14,0.875
771,2014-08-01,0,negative,10,0.23809523809523808
772,2014-08-01,0,neutral,9,0.21428571428571427
773,2014-08-01,0,positive,23,0.5476190476190477
774,2014-08-01,2,negative,3,0.10714285714285714
775,2014-08-01,2,neutral,1,0.03571428571428571
776,2014-08-01,2,positive,24,0.8571428571428571
777,2014-08-01,4,negative,4,0.2222222222222222
778,2014-08-01,4,neutral,3,0.16666666666666666
779,2014-08-01,4,positive,11,0.6111111111111112
780,2014-08-01,6,negative,1,0.03125
781,2014-08-01,6,neutral,2,0.0625
782,2014-08-01,6,positive,29,0.90625
783,2014-08-01,8,positive,21,1.0
784,2014-09-01,0,negative,13,0.3611111111111111
785,2014-09-01,0,neutral,6,0.16666666666666666
786,2014-09-01,0,positive,17,0.4722222222222222
787,2014-09-01,2,negative,2,0.07692307692307693
788,2014-09-01,2,neutral,7,0.2692307692307692
789,2014-09-01,2,positive,17,0.6538461538461539
790,2014-09-01,4,negative,1,0.05
791,2014-09-01,4,neutral,1,0.05
792,2014-09-01,4,positive,18,0.9
793,2014-09-01,6,negative,3,0.0967741935483871
794,2014-09-01,6,neutral,4,0.12903225806451613
795,2014-09-01,6,positive,24,0.7741935483870968
796,2014-09-01,8,neutral,1,0.09090909090909091
797,2014-09-01,8,positive,10,0.9090909090909091
798,2014-10-01,0,negative,16,0.3333333333333333
799,2014-10-01,0,neutral,8,0.16666666666666666
800,2014-10-01,0,positive,24,0.5
801,2014-10-01,2,negative,5,0.23809523809523808
802,2014-10-01,2,neutral,2,0.09523809523809523
803,2014-10-01,2,positive,14,0.6666666666666666
804,2014-10-01,4,neutral,2,0.11764705882352941
805,2014-10-01,4,positive,15,0.8823529411764706
806,2014-10-01,6,negative,1,0.037037037037037035
807,2014-10-01,6,neutral,2,0.07407407407407407
808,2014-10-01,6,positive,24,0.8888888888888888
809,2014-10-01,8,neutral,2,0.08695652173913043
810,2014-10-01,8,positive,21,0.9130434782608695
811,2014-11-01,0,negative,9,0.24324324324324326
812,2014-11-01,0,neutral,8,0.21621621621621623
813,2014-11-01,0,positive,20,0.5405405405405406
814,2014-11-01,2,negative,3,0.1
815,2014-11-01,2,neutral,2,0.06666666666666667
816,2014-11-01,2,positive,25,0.8333333333333334
817,2014-11-01,4,negative,1,0.05263157894736842
818,2014-11-01,4,neutral,3,0.15789473684210525
819,2014-11-01,4,positive,15,0.7894736842105263
820,2014-11-01,6,negative,5,0.16129032258064516
821,2014-11-01,6,neutral,4,0.12903225806451613
822,2014-11-01,6,positive,22,0.7096774193548387
823,2014-11-01,8,neutral,1,0.03571428571428571
824,2014-11-01,8,positive,27,0.9642857142857143
825,2014-12-01,0,negative,9,0.21951219512195122
826,2014-12-01,0,neutral,6,0.14634146341463414
827,2014-12-01,0,positive,26,0.6341463414634146
828,2014-12-01,2,negative,4,0.12903225806451613
829,2014-12-01,2,neutral,5,0.16129032258064516
830,2014-12-01,2,positive,22,0.7096774193548387
831,2014-12-01,4,negative,2,0.13333333333333333
832,2014-12-01,4,neutral,2,0.13333333333333333
833,2014-12-01,4,positive,11,0.7333333333333333
834,2014-12-01,6,negative,11,0.3142857142857143
835,2014-12-01,6,neutral,3,0.08571428571428572
836,2014-12-01,6,positive,21,0.6
837,2014-12-01,8,negative,3,0.07692307692307693
838,2014-12-01,8,neutral,1,0.02564102564102564
839,2014-12-01,8,positive,35,0.8974358974358975
840,2015-01-01,0,negative,16,0.2318840579710145
841,2015-01-01,0,neutral,11,0.15942028985507245
842,2015-01-01,0,positive,42,0.6086956521739131
843,2015-01-01,2,negative,4,0.125
844,2015-01-01,2,neutral,3,0.09375
845,2015-01-01,2,positive,25,0.78125
846,2015-01-01,4,negative,3,0.14285714285714285
847,2015-01-01,4,positive,18,0.8571428571428571
848,2015-01-01,6,negative,8,0.22857142857142856
849,2015-01-01,6,neutral,3,0.08571428571428572
850,2015-01-01,6,positive,24,0.6857142857142857
851,2015-01-01,8,negative,2,0.0392156862745098
852,2015-01-01,8,neutral,1,0.0196078431372549
853,2015-01-01,8,positive,48,0.9411764705882353
854,2015-02-01,0,negative,10,0.1694915254237288
855,2015-02-01,0,neutral,12,0.2033898305084746
856,2015-02-01,0,positive,37,0.6271186440677966
857,2015-02-01,2,negative,7,0.22580645161290322
858,2015-02-01,2,neutral,1,0.03225806451612903
859,2015-02-01,2,positive,23,0.7419354838709677
860,2015-02-01,4,negative,3,0.17647058823529413
861,2015-02-01,4,positive,14,0.8235294117647058
862,2015-02-01,6,negative,6,0.15384615384615385
863,2015-02-01,6,neutral,5,0.1282051282051282
864,2015-02-01,6,positive,28,0.717948717948718
865,2015-02-01,8,negative,2,0.08
866,2015-02-01,8,positive,23,0.92
867,2015-03-01,0,negative,11,0.21568627450980393
868,2015-03-01,0,neutral,11,0.21568627450980393
869,2015-03-01,0,positive,29,0.5686274509803921
870,2015-03-01,2,negative,2,0.0625
871,2015-03-01,2,neutral,5,0.15625
872,2015-03-01,2,positive,25,0.78125
873,2015-03-01,4,negative,5,0.1724137931034483
874,2015-03-01,4,neutral,2,0.06896551724137931
875,2015-03-01,4,positive,22,0.7586206896551724
876,2015-03-01,6,negative,1,0.034482758620689655
877,2015-03-01,6,neutral,4,0.13793103448275862
878,2015-03-01,6,positive,24,0.8275862068965517
879,2015-03-01,8,negative,2,0.05714285714285714
880,2015-03-01,8,positive,33,0.9428571428571428
881,2015-04-01,0,negative,13,0.23214285714285715
882,2015-04-01,0,neutral,8,0.14285714285714285
883,2015-04-01,0,positive,35,0.625
884,2015-04-01,2,negative,6,0.125
885,2015-04-01,2,neutral,6,0.125
886,2015-04-01,2,positive,36,0.75
887,2015-04-01,4,negative,1,0.05555555555555555
888,2015-04-01,4,positive,17,0.9444444444444444
889,2015-04-01,6,negative,3,0.0967741935483871
890,2015-04-01,6,neutral,4,0.12903225806451613
891,2015-04-01,6,positive,24,0.7741935483870968
892,2015-04-01,8,negative,1,0.04
893,2015-04-01,8,positive,24,0.96
894,2015-05-01,0,negative,15,0.2830188679245283
895,2015-05-01,0,neutral,6,0.11320754716981132
896,2015-05-01,0,positive,32,0.6037735849056604
897,2015-05-01,2,negative,5,0.15151515151515152
898,2015-05-01,2,neutral,2,0.06060606060606061
899,2015-05-01,2,positive,26,0.7878787878787878
900,2015-05-01,4,negative,5,0.22727272727272727
901,2015-05-01,4,neutral,1,0.045454545454545456
902,2015-05-01,4,positive,16,0.7272727272727273
903,2015-05-01,6,negative,3,0.15
904,2015-05-01,6,neutral,4,0.2
905,2015-05-01,6,positive,13,0.65
906,2015-05-01,8,neutral,1,0.045454545454545456
907,2015-05-01,8,positive,21,0.9545454545454546
908,2015-06-01,0,negative,14,0.3181818181818182
909,2015-06-01,0,neutral,9,0.20454545454545456
910,2015-06-01,0,positive,21,0.4772727272727273
911,2015-06-01,2,negative,8,0.34782608695652173
912,2015-06-01,2,neutral,3,0.13043478260869565
913,2015-06-01,2,positive,12,0.5217391304347826
914,2015-06-01,4,negative,2,0.1111111111111111
915,2015-06-01,4,neutral,2,0.1111111111111111
916,2015-06-01,4,positive,14,0.7777777777777778
917,2015-06-01,6,negative,6,0.1935483870967742
918,2015-06-01,6,positive,25,0.8064516129032258
919,2015-06-01,8,neutral,1,0.037037037037037035
920,2015-06-01,8,positive,26,0.9629629629629629
921,2015-07-01,0,negative,11,0.2682926829268293
922,2015-07-01,0,neutral,9,0.21951219512195122
923,2015-07-01,0,positive,21,0.5121951219512195
924,2015-07-01,2,negative,6,0.15
925,2015-07-01,2,neutral,5,0.125
926,2015-07-01,2,positive,29,0.725
927,2015-07-01,4,negative,2,0.1111111111111111
928,2015-07-01,4,neutral,3,0.16666666666666666
929,2015-07-01,4,positive,13,0.7222222222222222
930,2015-07-01,6,negative,5,0.15625
931,2015-07-01,6,neutral,7,0.21875
932,2015-07-01,6,positive,20,0.625
933,2015-07-01,8,positive,25,1.0
934,2015-08-01,0,negative,14,0.3888888888888889
935,2015-08-01,0,neutral,6,0.16666666666666666
936,2015-08-01,0,positive,16,0.4444444444444444
937,2015-08-01,2,negative,7,0.25925925925925924
938,2015-08-01,2,neutral,3,0.1111111111111111
939,2015-08-01,2,positive,17,0.6296296296296297
940,2015-08-01,4,negative,1,0.05
941,2015-08-01,4,positive,19,0.95
942,2015-08-01,6,negative,6,0.17647058823529413
943,2015-08-01,6,neutral,4,0.11764705882352941
944,2015-08-01,6,positive,24,0.7058823529411765
945,2015-08-01,8,neutral,1,0.041666666666666664
946,2015-08-01,8,positive,23,0.9583333333333334
